date,Africa Eastern and Southern,Africa Western and Central,Arab World,Caribbean small states,Central Europe and the Baltics,Early-demographic dividend,East Asia & Pacific,East Asia & Pacific (IDA & IBRD countries),East Asia & Pacific (excluding high income),Euro area,Europe & Central Asia,Europe & Central Asia (IDA & IBRD countries),Europe & Central Asia (excluding high income),European Union,Fragile and conflict affected situations,Heavily indebted poor countries (HIPC),High income,IBRD only,IDA & IBRD total,IDA blend,IDA only,IDA total,Late-demographic dividend,Latin America & Caribbean,Latin America & Caribbean (excluding high income),Latin America & the Caribbean (IDA & IBRD countries),Least developed countries: UN classification,Low & middle income,Low income,Lower middle income,Middle East & North Africa,Middle East & North Africa (IDA & IBRD countries),Middle East & North Africa (excluding high income),Middle income,North America,Not classified,OECD members,Other small states,Pacific island small states,Post-demographic dividend,Pre-demographic dividend,Small states,South Asia,South Asia (IDA & IBRD),Sub-Saharan Africa,Sub-Saharan Africa (IDA & IBRD countries),Sub-Saharan Africa (excluding high income),Upper middle income,World
1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,0.25663873479143,0.721944924558806,0.540842332818846,7.68738489944383,0.956796819353066,1.39303050893109,1.93644946802391,2.42265875556733,2.41717043139771,2.50314723325979,0.889947404955316,0.56215317995597,0.544290340150202,2.10125458618685,0.695126488042362,0.484076409950553,1.25511084816667,1.0804225610526,1.01551598412016,1.21655424593511,0.745863178049971,0.829151261547051,0.97138024681828,1.27459962788283,1.19552858525089,1.15963048646623,0.63206856180895,1.01903075179469,0.31011327714468,1.74585144136061,0.638923534357588,0.635907291852681,0.635566874779711,1.15932841436232,1.05535984144998,,1.27726425047134,0.918811852082665,8.0836941937218,1.22603671183283,0.529109928867374,2.19820201477975,1.47338228123194,1.47338228123194,0.434857295227421,0.434857295227421,0.434358356185098,0.885987157180647,1.08690579409547
2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,0.250800518313604,0.721944924559911,0.558047432167231,7.68738489946565,0.959575367612466,1.38756780241624,1.93702680981868,2.42307768474257,2.41759020875571,2.50175340528896,0.889801216525147,0.562098029694267,0.544217403126604,2.10056070086039,0.684614009212471,0.492172536560416,1.25501655357442,1.08068623726026,1.01261655365677,1.21526820672825,0.735206436345199,0.819309186630458,0.971968956881109,1.27237840355223,1.19302839715509,1.15959368120851,0.622750151682491,1.01556875510993,0.303678085650324,1.74625784081643,0.638337839515925,0.635035593621343,0.634695671520045,1.15894589235104,1.05503959457691,,1.27710947399854,0.921387563358742,8.08369419371321,1.22441545610782,0.524146118322994,2.20062971431476,1.47355902398878,1.47355902398878,0.429189161475509,0.429189161475509,0.428695825779694,0.885033686492205,1.08422333786978
