date,Africa Eastern and Southern,Africa Western and Central,Arab World,Caribbean small states,Central Europe and the Baltics,Early-demographic dividend,East Asia & Pacific,East Asia & Pacific (IDA & IBRD countries),East Asia & Pacific (excluding high income),Euro area,Europe & Central Asia,Europe & Central Asia (IDA & IBRD countries),Europe & Central Asia (excluding high income),European Union,Fragile and conflict affected situations,Heavily indebted poor countries (HIPC),High income,IBRD only,IDA & IBRD total,IDA blend,IDA only,IDA total,Late-demographic dividend,Latin America & Caribbean,Latin America & Caribbean (excluding high income),Latin America & the Caribbean (IDA & IBRD countries),Least developed countries: UN classification,Low & middle income,Low income,Lower middle income,Middle East & North Africa,Middle East & North Africa (IDA & IBRD countries),Middle East & North Africa (excluding high income),Middle income,North America,Not classified,OECD members,Other small states,Pacific island small states,Post-demographic dividend,Pre-demographic dividend,Small states,South Asia,South Asia (IDA & IBRD),Sub-Saharan Africa,Sub-Saharan Africa (IDA & IBRD countries),Sub-Saharan Africa (excluding high income),Upper middle income,World
1981,5.46617666365099,6.40508612855939,3.67174277523469,1.99901197974558,,12.2495489919583,7.75028752132898,10.0135686336046,10.0811340879055,26.9617399007535,,,,28.8564870614572,5.98578622533092,5.63271017832005,10.8793248423049,10.7029180770098,9.8657490828278,15.4150006212015,6.67470994031695,8.1115868450448,,6.13399400977306,6.30672817707777,6.01803382209467,6.1834157209303,9.78458585962516,5.89248466307269,14.4515321157998,4.47083304012122,5.52848370904107,5.53712774498666,10.8474984686914,12.6531481736098,,11.5725312285455,1.54099488049273,2.54736506925649,11.4840906459763,5.90865704497577,1.64243627435381,44.8635473320552,44.8635473320552,5.82579168037655,5.82579168037655,5.82586281003235,,10.0815902120121
1982,5.47331382919843,6.56062827086221,3.68612335635152,1.95875015437816,,12.3181773696212,8.01550269907606,10.3478305599236,10.4128698415977,26.9799975929321,,,,28.8572834026187,6.04495800104683,5.659743785194,10.888379874443,10.8246655418038,9.99590635839211,16.179889806464,6.7010785489224,8.259365964926,,6.19776474572974,6.38598093758841,6.07970847320484,6.19834591704831,9.92169754357744,5.90742543358957,14.6331649835429,4.53334200350429,5.60393474354937,5.61252623225057,11.017974587806,12.6095610144089,,11.5494242493029,1.560456470071,2.64289125935361,11.5000574698273,5.98101832150643,1.65398232760274,45.3394844286798,45.3394844286798,5.88976995807877,5.88976995807877,5.8898423338748,,10.1765533335629
1983,5.49952918726694,6.59721991912251,3.67417749710151,1.92095837964678,,12.2378877924839,8.24365748237635,10.711208830478,10.7735018477632,26.8074518498626,,,,28.7337338804099,6.03960193514151,5.69123236848163,10.8800365129263,10.9517285132858,10.0604125675863,15.6793028344536,6.71989474106385,8.19279387445065,,6.28026926027264,6.48669913268614,6.16038812739593,6.22549443733475,9.99089150153569,5.92786389022738,14.5326915290694,4.53435748243177,5.58094309741234,5.58955059845395,11.1004834221386,12.6205957382572,,11.5358931492348,1.56297740136352,2.74797006846044,11.4866510709475,6.02367758645839,1.65247277293768,44.7947492500319,44.7947492500319,5.91995957555176,5.91995957555176,5.92003253936763,,10.2193612541858
1984,5.5040585423259,7.0205112218073,3.70926717296245,1.92540447079165,,12.3536211236895,8.62177055150953,11.1395459587875,11.1986017791976,26.8778763264568,,,,28.8101034341102,6.19997785139223,5.71512724197321,10.9694089448853,11.1556436950355,10.2669236051,16.8298693955583,6.74718121270059,8.4047441378337,,6.34025835780849,6.55643554258578,6.22031270810233,6.22602091796965,10.2033821969192,5.92256024008719,14.8204876357541,4.59453975199154,5.63994109693074,5.6485075093071,11.3724526318876,12.6316304621055,,11.6394717060131,1.58465741047921,2.83394363954784,11.5821051910346,6.22242191896823,1.67295375785274,45.2254905263493,45.2254905263493,6.08488041714684,6.08488041714684,6.08495659321696,,10.3905880516891
1985,5.64803713192728,7.27145696667396,3.73148676503854,1.91997035939237,,12.437483605952,8.91577015146936,11.645957089174,11.7011856613247,26.8512264275299,,,,28.7965670670334,6.3152607937353,5.78858372806702,10.9560154306073,11.3600060170985,10.4614910160037,17.4657261591746,6.83036753829734,8.57878778354829,,6.45110305613778,6.67002238460124,6.32896367746806,6.30268841872733,10.4020411994019,5.93607808007865,15.0539291947289,4.63697964499213,5.67171263452313,5.68014123189194,11.6216727325767,12.6426651859539,,11.6344386054271,1.57951471064246,2.99315395637637,11.563717890904,6.44040278917836,1.6719745872592,45.1201591562443,45.1201591562443,6.26982887313844,6.26982887313844,6.26990865155172,,10.5215178521652
1986,5.67885047164655,7.8223215687315,3.75506991890848,1.92738051130048,,12.4362486934823,8.96225565359678,11.7337544314475,11.7883194671843,26.8897889540877,,,,28.8192287650723,6.5714847846155,5.80321427560742,10.957466315016,11.3699459416283,10.5208058476119,18.3196880300814,6.85715517133011,8.74156031708173,,6.40324798965576,6.61330495125144,6.27663801105921,6.33078063071784,10.4634445926277,5.94991931337134,15.2498168111439,4.68214173413515,5.71084242502825,5.71935945876533,11.6960651067884,12.6537550834214,,11.6227246858042,1.55652381725467,2.99952236904951,11.5667786903833,6.70976415257246,1.65475750432263,44.7691801331728,44.7691801331728,6.49982887610236,6.49982887610236,6.49991313435264,,10.5647465198602
1987,5.68296806715469,7.81391986097385,3.79167156145678,1.94247252068667,,12.5682338059714,8.96830127538952,11.8096975066958,11.8636885957219,26.9617559622497,,,,28.8809281327254,6.55102971387233,5.79724055723452,10.8700810537557,11.3948307340619,10.5589820832616,18.6293024541262,6.8752580242679,8.80758677568411,,6.39225348582899,6.61651555914169,6.26161115231927,6.34347576753675,10.5067733656518,5.93070975127821,15.3847838907552,4.74228659131338,5.76539259451349,5.77398732522438,11.7564727771305,12.5392146498759,,11.5672145000784,1.58284233994859,3.11574590033434,11.4710160180381,6.71614310807929,1.68152558042377,44.9768716666775,44.9768716666775,6.4991514092306,6.4991514092306,6.49923565428548,,10.5658932979284
1988,5.70945793159041,7.90888126839255,3.80026729043741,1.94467086575275,,12.5647294558693,8.93963602734239,11.8665032805576,11.9200650547718,26.7645221480719,,,,28.7459745393742,6.57510650537053,5.83257662015216,10.8102693145039,11.3883778478998,10.5605901381458,18.4244048509497,6.93770762909793,8.82608532181901,,6.36590226186521,6.58812133367531,6.23188073560112,6.40703092040636,10.5093597273646,5.95295921040292,15.3833718959592,4.76313063245631,5.77500138922333,5.78370511595407,11.7536892481832,12.5362904480561,,11.5068300139489,1.59796792770372,3.27973252666773,11.4009447026595,6.77933463606888,1.69833059573555,44.6915939749787,44.6915939749787,6.55186680018974,6.55186680018974,6.55195207201139,,10.5484389393741
1989,5.76230040727823,7.92380535454101,3.80980340686208,1.96168951463505,,12.6255827588308,8.95668045014236,11.9328240373258,11.985884586378,26.7302170554441,,,,28.5313345902922,6.54847920629837,5.85586399686005,10.7658777043735,11.3946880254037,10.5856293953514,18.6553624900798,6.96923921725439,8.89040193936492,,6.34762251346391,6.58201814765361,6.21278109359731,6.43735819169597,10.5484704110134,5.97721370799525,15.4497953732065,4.75589757202551,5.74800414914702,5.75684236586557,11.7968570797511,12.5324834683285,,11.5023576874818,1.58183396743158,3.46282439102054,11.3694137123907,6.81327267278884,1.69277788249463,44.9243942975429,44.9243942975429,6.5901860201239,6.5901860201239,6.59027203831014,,10.5580902730459
1990,5.74445749340962,8.10267329074994,3.85185635787502,1.95870075336544,,12.6206378901768,8.97437979792986,11.9924521053874,12.0452499940738,26.684899946209,,,,28.4963950655905,6.63815505259886,5.92820673885045,10.7387244737108,11.3983787289181,10.5992361619597,18.4481575671215,7.05115350441103,8.92478591764569,,6.32903883433616,6.57767071904821,6.19487991542721,6.50881055408908,10.5668319493505,6.07668948745396,15.3898218540607,4.78230002413989,5.75916424324374,5.76776331163798,11.7930667364856,12.5268005855466,,11.4894635213399,1.60311062754047,3.6299952236905,11.3423249152245,6.87486946190171,1.71378517160373,44.7634051116891,44.7634051116891,6.64768602086488,6.64768602086488,6.64777315901037,,10.5615776056693
